education,skills,interests,certifications_count,career
Bachelor,"Git,SQL,API Development,C++,JavaScript,Node.js,React","Mobile Apps,Web Development",0,Software Engineer
Bachelor,"Data Analysis,Scrum,Product Strategy,Roadmap Planning,Leadership,SQL,Stakeholder Management","Leadership,Product Development",0,Product Manager
Bachelor,"Wireframing,Prototyping,Figma,CSS,Usability Testing,HTML,User Research,Adobe XD,Design Thinking",Visual Design,1,UX/UI Designer
Master,"CSS,Figma,Wireframing,Adobe XD,Usability Testing,Prototyping,Design Thinking,User Research,HTML","User Experience,Visual Design,Product Development",2,UX/UI Designer
Bachelor,"Data Analysis,Scrum,Stakeholder Management,Product Strategy,Leadership,Roadmap Planning,Agile",Leadership,0,Product Manager
Bachelor,"Leadership,Scrum,Agile,Roadmap Planning,User Research,Data Analysis","Leadership,Product Development",1,Product Manager
Master,"NumPy,TensorFlow,Machine Learning,SQL,Data Visualization,R,Statistics",Research,2,Data Scientist
PhD,"Statistics,NumPy,Deep Learning,Machine Learning,Python,R,Data Visualization,Pandas,Tableau",Machine Learning,0,Data Scientist
Master,"Deep Learning,SQL,Statistics,Python,R,Data Visualization,PyTorch","Machine Learning,AI,Data Analysis",3,Data Scientist
Master,"Machine Learning,Tableau,Statistics,NumPy,Pandas,SQL",Statistics,0,Data Scientist
Bachelor,"Ethical Hacking,Penetration Testing,Cryptography,SIEM,Firewalls,Python","Security,Ethical Hacking,Network Protection",3,Cybersecurity Analyst
Master,"CI/CD,Docker,Ansible,Bash,Terraform,Kubernetes,Linux",Infrastructure,0,DevOps Engineer
Master,"Python,Pandas,Tableau,R,Data Visualization,NumPy,PyTorch,Deep Learning,SQL,Statistics","Statistics,Research",0,Data Scientist
Bachelor,"CSS,Wireframing,Usability Testing,Adobe XD,Design Thinking",Product Development,0,UX/UI Designer
Bachelor,"Terraform,Docker,Kubernetes,Ansible,CI/CD,Git,Python,Linux,Azure,AWS","Infrastructure,Cloud Computing",1,DevOps Engineer
Bachelor,"Agile,SQL,Leadership,User Research,Product Strategy,Data Analysis,Scrum,Roadmap Planning","Strategy,Product Development,Leadership",1,Product Manager
Master,"AWS,Kubernetes,CI/CD,Ansible,Docker,Linux","System Administration,Automation,Cloud Computing",1,DevOps Engineer
Bachelor,"Python,SQL,Docker,React,Data Structures,Git,JavaScript,C++","Web Development,Problem Solving",0,Software Engineer
Bachelor,"NumPy,Deep Learning,PyTorch,SQL,R,Machine Learning,Python,Statistics,TensorFlow,Tableau","AI,Research",0,Data Scientist
Master,"Network Security,SIEM,Cryptography,Linux,Risk Assessment,Ethical Hacking,Penetration Testing",Ethical Hacking,1,Cybersecurity Analyst
PhD,"Deep Learning,R,Pandas,PyTorch,Statistics,SQL,Tableau,Data Visualization",Statistics,0,Data Scientist
Master,"User Research,Agile,Scrum,Stakeholder Management,Product Strategy,SQL,Data Analysis,Roadmap Planning,Leadership","Leadership,Product Development",2,Product Manager
Master,"Risk Assessment,SIEM,Linux,Ethical Hacking,Penetration Testing","Network Protection,Ethical Hacking,Security",3,Cybersecurity Analyst
Bachelor,"Agile,Leadership,Roadmap Planning,User Research,Stakeholder Management,Product Strategy,Data Analysis,SQL",Product Development,0,Product Manager
Bachelor,"Penetration Testing,SIEM,Python,Ethical Hacking,Network Security,Linux,Firewalls,Risk Assessment,Cryptography",Ethical Hacking,0,Cybersecurity Analyst
Bachelor,"Design Thinking,CSS,Adobe XD,Prototyping,HTML","Visual Design,User Experience",1,UX/UI Designer
Bachelor,"Java,JavaScript,AWS,Algorithms,React","Problem Solving,Mobile Apps",3,Software Engineer
Bachelor,"Python,Node.js,Java,API Development,Data Structures,Docker,SQL,AWS,JavaScript,C++",Web Development,1,Software Engineer
Bachelor,"Prototyping,Design Thinking,User Research,HTML,Adobe XD,Wireframing,Figma","User Experience,Design",1,UX/UI Designer
Bachelor,"Python,Jenkins,Kubernetes,Git,Azure,AWS,Docker,Linux,Ansible","Automation,Cloud Computing",1,DevOps Engineer
Master,"React,Node.js,SQL,Java,Docker,C++,AWS,API Development,Algorithms,Git",Mobile Apps,0,Software Engineer
Bachelor,"HTML,Prototyping,Wireframing,Usability Testing,User Research,Figma","Visual Design,Product Development,User Experience",1,UX/UI Designer
Master,"Bash,AWS,Jenkins,Linux,Git,Terraform,Ansible","Cloud Computing,Automation",2,DevOps Engineer
Bachelor,"CSS,HTML,User Research,Adobe XD,Figma,Prototyping",Design,2,UX/UI Designer
Master,"AWS,Terraform,Ansible,Docker,Azure,Kubernetes,Python","Automation,System Administration,Infrastructure",0,DevOps Engineer
Master,"Penetration Testing,Ethical Hacking,Network Security,SIEM,Linux","Ethical Hacking,Risk Management,Network Protection",0,Cybersecurity Analyst
Bachelor,"Ansible,Terraform,Linux,Jenkins,Azure,Bash,Python,Git,CI/CD","System Administration,Cloud Computing",0,DevOps Engineer
Master,"Bash,Kubernetes,Ansible,Jenkins,CI/CD,AWS,Git","Automation,Cloud Computing,Infrastructure",2,DevOps Engineer
Master,"Machine Learning,Pandas,Deep Learning,TensorFlow,PyTorch,Statistics,Python,SQL,NumPy","Statistics,AI,Machine Learning",1,Data Scientist
Master,"Network Security,Python,Penetration Testing,Linux,Cryptography","Risk Management,Network Protection",0,Cybersecurity Analyst
Master,"PyTorch,NumPy,TensorFlow,R,Deep Learning,Statistics,SQL,Tableau","Statistics,Data Analysis",0,Data Scientist
Master,"User Research,Wireframing,Prototyping,Design Thinking,HTML,Usability Testing",Product Development,0,UX/UI Designer
Bachelor,"CSS,Figma,Prototyping,HTML,Wireframing,Design Thinking,Adobe XD","Visual Design,Design",1,UX/UI Designer
Master,"SQL,Data Visualization,Deep Learning,TensorFlow,Statistics,Pandas","Research,Data Analysis,Machine Learning",1,Data Scientist
Bachelor,"Ethical Hacking,Risk Assessment,Network Security,Cryptography,Python,Linux","Network Protection,Ethical Hacking",0,Cybersecurity Analyst
Master,"Risk Assessment,SIEM,Cryptography,Network Security,Ethical Hacking","Ethical Hacking,Security",0,Cybersecurity Analyst
Bachelor,"User Research,Wireframing,Adobe XD,CSS,HTML,Design Thinking,Prototyping,Usability Testing,Figma",Design,0,UX/UI Designer
Master,"Firewalls,Network Security,SIEM,Penetration Testing,Cryptography,Linux,Ethical Hacking,Risk Assessment,Python","Security,Ethical Hacking,Network Protection",1,Cybersecurity Analyst
Bachelor,"JavaScript,Data Structures,Docker,API Development,Java,Algorithms,Git","Web Development,Mobile Apps,Software Development",0,Software Engineer
Master,"Agile,SQL,Data Analysis,Roadmap Planning,Stakeholder Management,Product Strategy","Product Development,Innovation",0,Product Manager
Bachelor,"CI/CD,Jenkins,Docker,Bash,Linux,Azure,Python","Infrastructure,Cloud Computing",1,DevOps Engineer
Bachelor,"Risk Assessment,Network Security,Cryptography,Ethical Hacking,Penetration Testing,Linux,SIEM","Network Protection,Ethical Hacking,Risk Management",2,Cybersecurity Analyst
Master,"React,API Development,C++,Data Structures,AWS","Software Development,Problem Solving",1,Software Engineer
Master,"PyTorch,Tableau,Python,TensorFlow,Deep Learning,Pandas,SQL,Data Visualization",Statistics,3,Data Scientist
Bachelor,"Stakeholder Management,Product Strategy,Data Analysis,Agile,SQL,User Research,Roadmap Planning,Scrum,Leadership","Product Development,Leadership,Innovation",1,Product Manager
Master,"Penetration Testing,Firewalls,Cryptography,Ethical Hacking,Risk Assessment,Python,Network Security,SIEM,Linux","Ethical Hacking,Security",3,Cybersecurity Analyst
Bachelor,"Bash,Terraform,AWS,Python,Kubernetes,Git,Docker","Infrastructure,Automation",0,DevOps Engineer
Master,"User Research,Prototyping,Figma,Wireframing,Usability Testing,CSS,Design Thinking,HTML,Adobe XD","User Experience,Product Development",0,UX/UI Designer
Bachelor,"Usability Testing,User Research,Figma,Adobe XD,CSS,Design Thinking","Product Development,Visual Design,User Experience",1,UX/UI Designer
Master,"Docker,C++,React,JavaScript,Node.js,Python,API Development,Git,SQL","Problem Solving,Mobile Apps",0,Software Engineer
Bachelor,"SQL,Scrum,Agile,Stakeholder Management,Leadership,Product Strategy,User Research","Product Development,Leadership",3,Product Manager
Bachelor,"Jenkins,Kubernetes,Ansible,Azure,Git,Terraform","System Administration,Automation,Cloud Computing",0,DevOps Engineer
Bachelor,"Python,Linux,Azure,AWS,Git,Bash,Ansible,CI/CD",Cloud Computing,0,DevOps Engineer
Bachelor,"API Development,Node.js,C++,React,SQL",Web Development,1,Software Engineer
PhD,"Machine Learning,PyTorch,Python,Data Visualization,NumPy,Deep Learning,Pandas",Machine Learning,0,Data Scientist
Bachelor,"Ethical Hacking,Cryptography,Firewalls,Linux,Penetration Testing,Network Security,Risk Assessment,SIEM","Risk Management,Network Protection,Ethical Hacking",0,Cybersecurity Analyst
Bachelor,"Adobe XD,Wireframing,Prototyping,Design Thinking,Usability Testing,HTML,Figma,User Research,CSS","User Experience,Product Development,Visual Design",0,UX/UI Designer
Bachelor,"Docker,Algorithms,Node.js,JavaScript,API Development,Python",Problem Solving,1,Software Engineer
Bachelor,"Python,CI/CD,Git,Kubernetes,Jenkins,Ansible,Docker,Azure","Cloud Computing,Infrastructure,Automation",3,DevOps Engineer
Bachelor,"Bash,CI/CD,AWS,Git,Azure,Kubernetes,Python,Docker,Jenkins","Cloud Computing,Automation",1,DevOps Engineer
Master,"PyTorch,Data Visualization,Tableau,SQL,Machine Learning,Statistics,Python,TensorFlow,Pandas,R","Research,Machine Learning,Statistics",0,Data Scientist
Master,"Kubernetes,Python,CI/CD,Bash,Ansible,Linux,AWS,Terraform,Azure,Docker",System Administration,0,DevOps Engineer
Master,"Risk Assessment,Cryptography,Network Security,Python,Penetration Testing,SIEM,Linux","Network Protection,Security",0,Cybersecurity Analyst
Bachelor,"Java,Git,AWS,Node.js,SQL,Docker,JavaScript,API Development","Software Development,Web Development",1,Software Engineer
Bachelor,"Risk Assessment,Ethical Hacking,Network Security,SIEM,Python,Penetration Testing,Cryptography","Security,Network Protection,Risk Management",1,Cybersecurity Analyst
Bachelor,"Adobe XD,CSS,Figma,User Research,Prototyping,Usability Testing,HTML","Product Development,Design",3,UX/UI Designer
Bachelor,"AWS,React,Docker,Algorithms,API Development","Software Development,Problem Solving",1,Software Engineer
Master,"Figma,HTML,User Research,Design Thinking,Wireframing,Usability Testing","Visual Design,Design",1,UX/UI Designer
Bachelor,"Git,Node.js,React,AWS,Java","Web Development,Mobile Apps,Software Development",1,Software Engineer
Bachelor,"Figma,Design Thinking,Usability Testing,CSS,Adobe XD,Prototyping","Design,Visual Design,User Experience",0,UX/UI Designer
PhD,"R,Statistics,NumPy,Deep Learning,Machine Learning,SQL,Tableau,Python,PyTorch,Data Visualization",Research,1,Data Scientist
Bachelor,"Risk Assessment,Penetration Testing,Ethical Hacking,Linux,SIEM,Network Security,Python,Firewalls,Cryptography","Ethical Hacking,Network Protection,Security",0,Cybersecurity Analyst
Master,"Data Visualization,Python,Tableau,TensorFlow,Deep Learning,R,NumPy","Data Analysis,AI",2,Data Scientist
Bachelor,"AWS,Kubernetes,Azure,Linux,Jenkins,Python",Infrastructure,0,DevOps Engineer
Bachelor,"AWS,Jenkins,Azure,Bash,Linux,Git",Infrastructure,0,DevOps Engineer
Bachelor,"CI/CD,Docker,Linux,Azure,Python,Ansible","Cloud Computing,Infrastructure,System Administration",1,DevOps Engineer
Bachelor,"React,Node.js,C++,API Development,Docker","Software Development,Web Development",0,Software Engineer
Master,"Prototyping,Figma,Wireframing,Adobe XD,Usability Testing,CSS,User Research,Design Thinking","Design,User Experience,Product Development",0,UX/UI Designer
Master,"NumPy,PyTorch,TensorFlow,Statistics,Deep Learning,Pandas,Machine Learning","AI,Machine Learning,Statistics",1,Data Scientist
Bachelor,"Firewalls,Ethical Hacking,Network Security,Linux,Penetration Testing,SIEM","Security,Ethical Hacking",1,Cybersecurity Analyst
Master,"Terraform,Python,Linux,Bash,Docker,Kubernetes","System Administration,Automation",1,DevOps Engineer
Bachelor,"SQL,Algorithms,API Development,Java,React,Docker,AWS,Node.js","Web Development,Software Development",2,Software Engineer
Master,"Tableau,PyTorch,SQL,Data Visualization,Machine Learning,Deep Learning,Pandas,Python,Statistics,TensorFlow",Machine Learning,1,Data Scientist
Bachelor,"AWS,Ansible,Bash,Azure,Kubernetes,Jenkins","Infrastructure,Automation,Cloud Computing",3,DevOps Engineer
Master,"Linux,SIEM,Risk Assessment,Network Security,Firewalls,Cryptography,Ethical Hacking,Penetration Testing,Python",Risk Management,3,Cybersecurity Analyst
Bachelor,"Python,Node.js,Algorithms,API Development,Docker,C++,SQL","Problem Solving,Mobile Apps",1,Software Engineer
Bachelor,"Statistics,Deep Learning,Pandas,Machine Learning,Data Visualization,SQL,Python,PyTorch,TensorFlow,Tableau","Statistics,Machine Learning",0,Data Scientist
Bachelor,"Cryptography,SIEM,Penetration Testing,Ethical Hacking,Python,Network Security,Firewalls,Linux,Risk Assessment",Ethical Hacking,2,Cybersecurity Analyst
Bachelor,"Jenkins,AWS,Bash,Git,Linux,Terraform,Python",Infrastructure,0,DevOps Engineer
PhD,"Pandas,TensorFlow,Machine Learning,Deep Learning,Python,SQL,Tableau,R",Data Analysis,2,Data Scientist
Bachelor,"Usability Testing,Design Thinking,CSS,Wireframing,User Research,Prototyping,HTML","Product Development,Design,Visual Design",1,UX/UI Designer
Bachelor,"R,NumPy,TensorFlow,Data Visualization,Statistics,Python,Machine Learning,Deep Learning,PyTorch,Pandas","Statistics,Machine Learning",0,Data Scientist
Master,"Firewalls,Cryptography,Linux,Python,Penetration Testing,Ethical Hacking,SIEM,Risk Assessment",Network Protection,0,Cybersecurity Analyst
Bachelor,"Data Visualization,Machine Learning,PyTorch,Statistics,Tableau,TensorFlow,R,Python","Statistics,Research,AI",0,Data Scientist
Bachelor,"Ansible,AWS,Python,Jenkins,Kubernetes,Azure,Git,Linux","Infrastructure,Cloud Computing",1,DevOps Engineer
Master,"R,NumPy,Machine Learning,Deep Learning,PyTorch,SQL",Data Analysis,0,Data Scientist
Bachelor,"Adobe XD,CSS,Figma,User Research,Wireframing,Design Thinking,Prototyping","Visual Design,Product Development,User Experience",2,UX/UI Designer
Bachelor,"Python,TensorFlow,NumPy,SQL,Statistics,PyTorch,Data Visualization,Deep Learning,Tableau,Machine Learning","Research,Statistics",0,Data Scientist
Bachelor,"Product Strategy,User Research,SQL,Data Analysis,Leadership,Roadmap Planning,Stakeholder Management,Agile,Scrum","Innovation,Product Development",2,Product Manager
Bachelor,"Wireframing,Design Thinking,Usability Testing,HTML,Figma,User Research,Adobe XD,Prototyping,CSS","Design,Product Development,User Experience",0,UX/UI Designer
Bachelor,"Ethical Hacking,Firewalls,Risk Assessment,Python,Penetration Testing,SIEM,Linux,Cryptography","Security,Risk Management",1,Cybersecurity Analyst
Bachelor,"SQL,Product Strategy,Scrum,Roadmap Planning,Leadership,Data Analysis,Agile","Leadership,Product Development",0,Product Manager
Master,"Tableau,Python,Statistics,R,TensorFlow,Data Visualization,SQL,NumPy",AI,2,Data Scientist
Master,"Ansible,Linux,CI/CD,Kubernetes,Python,Bash","Automation,System Administration",1,DevOps Engineer
Master,"NumPy,Statistics,Python,R,TensorFlow,SQL,Pandas,Machine Learning,PyTorch,Data Visualization","Machine Learning,AI",2,Data Scientist
Bachelor,"NumPy,Tableau,Pandas,Python,Data Visualization,R,SQL,Machine Learning","Research,Data Analysis,AI",0,Data Scientist
Master,"Stakeholder Management,Leadership,Roadmap Planning,User Research,Product Strategy,SQL","Leadership,Innovation,Strategy",0,Product Manager
Bachelor,"Figma,Usability Testing,HTML,Design Thinking,Wireframing,Prototyping,CSS,User Research,Adobe XD","User Experience,Product Development",1,UX/UI Designer
Bachelor,"Data Analysis,Stakeholder Management,Agile,Product Strategy,Scrum,SQL",Product Development,0,Product Manager
Bachelor,"Data Structures,C++,Java,AWS,Docker,Node.js,Algorithms","Problem Solving,Web Development,Software Development",0,Software Engineer
Bachelor,"Risk Assessment,SIEM,Cryptography,Ethical Hacking,Penetration Testing,Linux,Network Security,Python","Ethical Hacking,Risk Management,Security",1,Cybersecurity Analyst
Master,"SIEM,Ethical Hacking,Firewalls,Python,Network Security","Network Protection,Security",1,Cybersecurity Analyst
PhD,"Pandas,PyTorch,TensorFlow,SQL,Tableau,Machine Learning,Python","Statistics,Data Analysis,AI",1,Data Scientist
Master,"SQL,User Research,Stakeholder Management,Data Analysis,Product Strategy,Roadmap Planning,Leadership","Innovation,Leadership,Strategy",3,Product Manager
Bachelor,"SQL,Tableau,R,Python,Machine Learning,Data Visualization,PyTorch,Statistics","Statistics,Machine Learning",1,Data Scientist
Master,"HTML,Adobe XD,User Research,Figma,CSS,Design Thinking,Wireframing,Prototyping,Usability Testing","User Experience,Visual Design",0,UX/UI Designer
Master,"TensorFlow,SQL,Statistics,PyTorch,R,Python,NumPy,Tableau,Data Visualization,Pandas","AI,Machine Learning",1,Data Scientist
Master,"SQL,Data Analysis,Stakeholder Management,Scrum,Agile,Leadership,Roadmap Planning","Innovation,Product Development,Strategy",0,Product Manager
Bachelor,"Git,Ansible,AWS,Terraform,CI/CD,Kubernetes,Jenkins",System Administration,3,DevOps Engineer
Bachelor,"Adobe XD,Wireframing,Design Thinking,Prototyping,User Research,HTML,CSS",User Experience,1,UX/UI Designer
Bachelor,"Agile,SQL,Leadership,User Research,Roadmap Planning,Scrum","Innovation,Leadership",1,Product Manager
Bachelor,"Node.js,API Development,Data Structures,React,Docker,C++,Python,JavaScript,Algorithms",Web Development,1,Software Engineer
Master,"User Research,Product Strategy,Stakeholder Management,Scrum,Agile,Roadmap Planning",Innovation,1,Product Manager
Master,"Network Security,Firewalls,Risk Assessment,SIEM,Penetration Testing,Python","Ethical Hacking,Risk Management,Network Protection",0,Cybersecurity Analyst
Bachelor,"Ethical Hacking,Risk Assessment,Cryptography,Penetration Testing,Linux,Python,Firewalls",Network Protection,3,Cybersecurity Analyst
Master,"Data Visualization,SQL,Tableau,Statistics,Deep Learning,Machine Learning",Data Analysis,0,Data Scientist
Master,"Leadership,Scrum,Stakeholder Management,Product Strategy,User Research,SQL,Agile,Data Analysis","Innovation,Strategy,Leadership",1,Product Manager
Master,"PyTorch,NumPy,Machine Learning,TensorFlow,R,Pandas,Data Visualization,Python",Machine Learning,2,Data Scientist
Bachelor,"SIEM,Risk Assessment,Linux,Ethical Hacking,Firewalls","Security,Network Protection,Risk Management",2,Cybersecurity Analyst
Master,"Scrum,Data Analysis,SQL,User Research,Leadership,Roadmap Planning,Product Strategy,Stakeholder Management","Leadership,Strategy,Product Development",2,Product Manager
Bachelor,"Machine Learning,Pandas,Data Visualization,Deep Learning,NumPy,Statistics","Machine Learning,Research,Data Analysis",3,Data Scientist
Bachelor,"Roadmap Planning,Scrum,Agile,User Research,Stakeholder Management,Product Strategy,SQL,Leadership","Strategy,Product Development",3,Product Manager
Master,"Prototyping,CSS,User Research,HTML,Wireframing","User Experience,Product Development,Visual Design",2,UX/UI Designer
Master,"React,Git,Data Structures,Algorithms,Java",Web Development,1,Software Engineer
Bachelor,"Python,Docker,SQL,Java,API Development","Software Development,Web Development,Mobile Apps",0,Software Engineer
Bachelor,"TensorFlow,Statistics,Pandas,Machine Learning,NumPy,Data Visualization,R,Tableau,Deep Learning",Statistics,1,Data Scientist
Bachelor,"Azure,Kubernetes,Docker,Git,AWS,Ansible,Bash","System Administration,Infrastructure,Cloud Computing",0,DevOps Engineer
Bachelor,"Leadership,Scrum,User Research,Roadmap Planning,Data Analysis,SQL",Product Development,0,Product Manager
Bachelor,"Python,Firewalls,Network Security,Penetration Testing,Ethical Hacking,Cryptography,SIEM,Linux","Risk Management,Security,Ethical Hacking",1,Cybersecurity Analyst
PhD,"Pandas,SQL,Data Visualization,PyTorch,Machine Learning,NumPy,Deep Learning","AI,Statistics",1,Data Scientist
Bachelor,"Docker,CI/CD,Ansible,Jenkins,Git,Azure,Bash","Infrastructure,Cloud Computing,System Administration",0,DevOps Engineer
Master,"R,Statistics,SQL,Machine Learning,Data Visualization,Python,PyTorch,Deep Learning","AI,Machine Learning",2,Data Scientist
Master,"Docker,Bash,Kubernetes,Linux,AWS,Ansible","Infrastructure,System Administration,Cloud Computing",0,DevOps Engineer
Bachelor,"Jenkins,CI/CD,Azure,Docker,AWS,Python,Terraform,Git,Linux","Cloud Computing,Automation",0,DevOps Engineer
Bachelor,"Git,Python,AWS,CI/CD,Linux,Ansible,Azure",System Administration,2,DevOps Engineer
Master,"User Research,Scrum,Product Strategy,Leadership,Stakeholder Management,SQL,Data Analysis,Roadmap Planning,Agile","Innovation,Strategy",0,Product Manager
Bachelor,"Figma,CSS,User Research,Design Thinking,Prototyping,HTML,Wireframing,Usability Testing","User Experience,Product Development",1,UX/UI Designer
Master,"Tableau,Pandas,Data Visualization,Python,TensorFlow,Statistics,PyTorch,SQL,R,Deep Learning","Machine Learning,Data Analysis",0,Data Scientist
Master,"Stakeholder Management,SQL,Product Strategy,Agile,Data Analysis,Leadership,Scrum,Roadmap Planning,User Research","Innovation,Strategy",0,Product Manager
Bachelor,"Node.js,Docker,API Development,JavaScript,Java,Data Structures",Problem Solving,0,Software Engineer
Master,"Scrum,SQL,Agile,Product Strategy,User Research,Data Analysis,Stakeholder Management,Roadmap Planning,Leadership","Leadership,Strategy,Product Development",2,Product Manager
Bachelor,"Cryptography,Python,Ethical Hacking,Linux,SIEM,Risk Assessment,Network Security,Firewalls","Ethical Hacking,Security,Risk Management",1,Cybersecurity Analyst
Master,"Deep Learning,NumPy,SQL,Machine Learning,Data Visualization,Python","Data Analysis,Research,Machine Learning",2,Data Scientist
Master,"SQL,Data Visualization,Python,TensorFlow,Tableau,R,Machine Learning","Machine Learning,Statistics,AI",2,Data Scientist
Master,"Python,Terraform,Docker,AWS,CI/CD,Kubernetes,Jenkins",Cloud Computing,0,DevOps Engineer
Master,"Statistics,Deep Learning,TensorFlow,SQL,Tableau,PyTorch,Python,R","Research,Machine Learning",1,Data Scientist
Master,"Figma,Adobe XD,HTML,Wireframing,Prototyping,Design Thinking,CSS,Usability Testing,User Research","User Experience,Visual Design,Design",0,UX/UI Designer
Bachelor,"Jenkins,Terraform,Ansible,Python,Azure,Linux,Git,CI/CD,Bash","Infrastructure,Automation",1,DevOps Engineer
Master,"Jenkins,Azure,Git,Terraform,Docker,Python,Linux",System Administration,0,DevOps Engineer
Bachelor,"Wireframing,User Research,Usability Testing,HTML,Prototyping,Adobe XD,CSS",User Experience,0,UX/UI Designer
Master,"Data Visualization,Deep Learning,R,Tableau,TensorFlow,Pandas,SQL","Data Analysis,AI",0,Data Scientist
PhD,"Statistics,Pandas,R,SQL,Deep Learning,NumPy,Data Visualization,Python,Tableau,Machine Learning","Research,Statistics,Machine Learning",0,Data Scientist
Bachelor,"SQL,Java,AWS,Algorithms,Git,Docker,React,API Development,Data Structures","Web Development,Problem Solving,Software Development",0,Software Engineer
Master,"R,Machine Learning,TensorFlow,Statistics,Tableau,SQL,Data Visualization","Machine Learning,Statistics,Research",1,Data Scientist
Master,"Firewalls,Penetration Testing,Linux,SIEM,Ethical Hacking","Network Protection,Ethical Hacking,Security",3,Cybersecurity Analyst
Bachelor,"Wireframing,CSS,Design Thinking,HTML,User Research,Adobe XD",Product Development,2,UX/UI Designer
Master,"Penetration Testing,Linux,Firewalls,Ethical Hacking,Risk Assessment,SIEM,Python,Network Security,Cryptography","Security,Ethical Hacking",0,Cybersecurity Analyst
Master,"AWS,Jenkins,Kubernetes,Linux,Git,Bash","Infrastructure,System Administration",0,DevOps Engineer
Master,"Python,Linux,Cryptography,Network Security,Penetration Testing,Ethical Hacking,SIEM,Risk Assessment,Firewalls",Risk Management,0,Cybersecurity Analyst
Master,"User Research,Product Strategy,Roadmap Planning,Scrum,Data Analysis,Agile,Leadership,Stakeholder Management","Product Development,Innovation",1,Product Manager
Master,"Python,Jenkins,Git,Bash,CI/CD,Kubernetes,Ansible,Docker",System Administration,1,DevOps Engineer
Bachelor,"Cryptography,Python,Penetration Testing,Linux,SIEM,Network Security,Ethical Hacking,Firewalls","Security,Network Protection",0,Cybersecurity Analyst
Bachelor,"CI/CD,Git,Azure,Python,Jenkins,AWS,Ansible,Bash,Kubernetes,Docker","System Administration,Infrastructure",0,DevOps Engineer
Master,"Python,Deep Learning,Machine Learning,Tableau,TensorFlow,R,Statistics",Machine Learning,3,Data Scientist
Master,"TensorFlow,Pandas,NumPy,Deep Learning,Data Visualization,Python,R,Statistics",AI,2,Data Scientist
